PR,URL,Title,Content type,Is rendered page,HTTP status code,No. of content words,Page text,Extracted text (raw <body>) (length),Text hash,Meta description,H1,Organic traffic,Is indexable page
31,https://kroam.xyz/models/mistral-7b-v0.2,Mistral 7B v0.2 (Mistral) Football Predictions | Kroam,text/html; charset=utf-8,false,200,599,<truncated>,2872,15110242562172956863,Mistral 7B v0.2 (Mistral) football predictions with 43% accuracy. Compare performance against 42 AI models across 17 leagues.,Mistral 7B v0.2 (Mistral) Football Predictions,0,true
31,https://kroam.xyz/models/cogito-671b,Cogito v2.1 671B (Deep Cogito) Football Predictions | Kroam,text/html; charset=utf-8,false,200,602,<truncated>,2913,146706298941081592,Cogito v2.1 671B (Deep Cogito) football predictions with 35% accuracy. Compare performance against 42 AI models across 17 leagues.,Cogito v2.1 671B (Deep Cogito) Football Predictions,0,true
31,https://kroam.xyz/models/rnj-1-instruct,Rnj-1 Instruct (Essential AI) Football Predictions | Kroam,text/html; charset=utf-8,false,200,599,<truncated>,2883,723333240823769521,Rnj-1 Instruct (Essential AI) football predictions with 45% accuracy. Compare performance against 42 AI models across 17 leagues.,Rnj-1 Instruct (Essential AI) Football Predictions,0,true
31,https://kroam.xyz/models/llama-3.1-405b-turbo,Llama 3.1 405B Turbo (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,602,<truncated>,2873,17072723132331149978,Llama 3.1 405B Turbo (Meta) football predictions with 47% accuracy. Compare performance against 42 AI models across 17 leagues.,Llama 3.1 405B Turbo (Meta) Football Predictions,0,true
31,https://kroam.xyz/models/mistral-small-3-24b,Mistral Small 3 24B (Mistral) Football Predictions | Kroam,text/html; charset=utf-8,false,200,602,<truncated>,2882,13996054109701483744,Mistral Small 3 24B (Mistral) football predictions with 34% accuracy. Compare performance against 42 AI models across 17 leagues.,Mistral Small 3 24B (Mistral) Football Predictions,0,true
31,https://kroam.xyz/models/deepseek-v3.1,DeepSeek V3.1 Football Predictions | Kroam,text/html; charset=utf-8,false,200,593,<truncated>,2832,623083953858243054,DeepSeek V3.1 football predictions with 39% accuracy. Compare performance against 42 AI models across 17 leagues.,DeepSeek V3.1 Football Predictions,0,true
30,https://kroam.xyz/models/qwen2.5-72b-turbo,Qwen 2.5 72B Turbo (Alibaba) Football Predictions | Kroam,text/html; charset=utf-8,false,200,602,<truncated>,2872,396404323869889634,Qwen 2.5 72B Turbo (Alibaba) football predictions with 50% accuracy. Compare performance against 42 AI models across 17 leagues.,Qwen 2.5 72B Turbo (Alibaba) Football Predictions,0,true
30,https://kroam.xyz/models/deepseek-r1,DeepSeek R1 (Reasoning) Football Predictions | Kroam,text/html; charset=utf-8,false,200,596,<truncated>,2862,14470550036877208669,DeepSeek R1 (Reasoning) football predictions with 42% accuracy. Compare performance against 42 AI models across 17 leagues.,DeepSeek R1 (Reasoning) Football Predictions,0,true
30,https://kroam.xyz/models/kimi-k2-instruct,Kimi K2 Instruct (Moonshot) Football Predictions | Kroam,text/html; charset=utf-8,false,200,600,<truncated>,2885,2803188937373087856,Kimi K2 Instruct (Moonshot) football predictions with 37% accuracy. Compare performance against 42 AI models across 17 leagues.,Kimi K2 Instruct (Moonshot) Football Predictions,0,true
30,https://kroam.xyz/models/nemotron-nano-9b-v2,Nemotron Nano 9B v2 (NVIDIA) Football Predictions | Kroam,text/html; charset=utf-8,false,200,606,<truncated>,2917,17133838690026947757,Nemotron Nano 9B v2 (NVIDIA) football predictions with 45% accuracy. Compare performance against 42 AI models across 17 leagues.,Nemotron Nano 9B v2 (NVIDIA) Football Predictions,0,true
29,https://kroam.xyz/models/kimi-k2-0905,Kimi K2 0905 (Moonshot) Football Predictions | Kroam,text/html; charset=utf-8,false,200,604,<truncated>,2894,17501793305910480617,Kimi K2 0905 (Moonshot) football predictions with 38% accuracy. Compare performance against 42 AI models across 17 leagues.,Kimi K2 0905 (Moonshot) Football Predictions,0,true
25,https://kroam.xyz/models/qwen3-235b-instruct,Qwen3 235B Instruct (Alibaba) Football Predictions | Kroam,text/html; charset=utf-8,false,200,598,<truncated>,2849,3003866730481416085,Qwen3 235B Instruct (Alibaba) football predictions with 40% accuracy. Compare performance against 42 AI models across 17 leagues.,Qwen3 235B Instruct (Alibaba) Football Predictions,0,true
24,https://kroam.xyz/models/gpt-oss-20b,GPT-OSS 20B (OpenAI) Football Predictions | Kroam,text/html; charset=utf-8,false,200,598,<truncated>,2857,15887474330582327644,GPT-OSS 20B (OpenAI) football predictions with 44% accuracy. Compare performance against 42 AI models across 17 leagues.,GPT-OSS 20B (OpenAI) Football Predictions,0,true
22,https://kroam.xyz/leagues/eredivisie/fc-volendam-vs-go-ahead-eagles-2026-02-01,FC Volendam 1-1 GO Ahead Eagles | Kroam,text/html; charset=utf-8,false,200,727,<truncated>,3820,2080900501655363714,FC Volendam 1-1 GO Ahead Eagles match analysis. AI predictions from 42 models with accuracy tracking.,FC Volendam vs GO Ahead Eagles Prediction,0,true
22,https://kroam.xyz/leagues/laliga/athletic-club-vs-real-sociedad-2026-02-01,Athletic 1-1 Sociedad | Kroam,text/html; charset=utf-8,false,200,735,<truncated>,3883,13981599124817746952,Athletic Club 1-1 Real Sociedad match analysis. AI predictions from 42 models with accuracy tracking.,Athletic Club vs Real Sociedad Prediction,0,true
22,https://kroam.xyz/leagues/superlig/kocaelispor-vs-fenerbahe-2026-02-02,Kocaelispor 0-2 Fenerbahçe | Kroam,text/html; charset=utf-8,false,200,723,<truncated>,3895,17724069243133825659,"Kocaelispor 0-2 Fenerbahçe match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perform",Kocaelispor vs Fenerbahçe Prediction,0,true
22,https://kroam.xyz/leagues/ligue1/strasbourg-vs-paris-saint-germain-2026-02-01,Strasbourg 1-2 Paris Saint Germain | Kroam,text/html; charset=utf-8,false,200,737,<truncated>,3927,324605739229664359,Strasbourg 1-2 Paris Saint Germain match analysis. AI predictions from 42 models with accuracy tracking.,Strasbourg vs Paris Saint Germain Prediction,0,true
22,https://kroam.xyz/leagues/seriea/udinese-vs-as-roma-2026-02-02,Udinese 1-0 AS Roma | Kroam,text/html; charset=utf-8,false,200,727,<truncated>,3777,910828139256046251,"Udinese 1-0 AS Roma match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Udinese vs AS Roma Prediction,0,true
22,https://kroam.xyz/leagues/seriea/cremonese-vs-inter-2026-02-01,Cremonese 0-2 Inter | Kroam,text/html; charset=utf-8,false,200,600,<truncated>,3433,4255799506692723333,"Cremonese 0-2 Inter match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Cremonese vs Inter Prediction,0,true
22,https://kroam.xyz/leagues/laliga/getafe-vs-celta-vigo-2026-02-01,Getafe 0-0 Celta Vigo | Kroam,text/html; charset=utf-8,false,200,727,<truncated>,3793,14390095936429080304,"Getafe 0-0 Celta Vigo match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Getafe vs Celta Vigo Prediction,0,true
22,https://kroam.xyz/leagues/laliga/mallorca-vs-sevilla-2026-02-02,Mallorca 4-1 Sevilla | Kroam,text/html; charset=utf-8,false,200,717,<truncated>,3787,3189853837545010830,"Mallorca 4-1 Sevilla match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance o",Mallorca vs Sevilla Prediction,0,true
22,https://kroam.xyz/leagues/epl/sunderland-vs-burnley-2026-02-02,Sunderland 3-0 Burnley | Kroam,text/html; charset=utf-8,false,200,723,<truncated>,3876,2784080966727674482,"Sunderland 3-0 Burnley match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Sunderland vs Burnley Prediction,0,true
22,https://kroam.xyz/leagues/seriea/parma-vs-juventus-2026-02-01,Parma 1-4 Juventus | Kroam,text/html; charset=utf-8,false,200,737,<truncated>,3864,14507062809683000652,"Parma 1-4 Juventus match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Parma vs Juventus Prediction,0,true
20,https://kroam.xyz/leagues/epl/bournemouth-vs-liverpool-2026-01-24,Bournemouth 3-2 Liverpool | Kroam,text/html; charset=utf-8,false,200,681,<truncated>,3675,790575382726651082,"Bournemouth 3-2 Liverpool match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performa",Bournemouth vs Liverpool Prediction,0,true
20,https://kroam.xyz/leagues/superlig/antalyaspor-vs-genclerbirligi-2026-01-25,Antalyaspor 2-1 Genclerbirligi | Kroam,text/html; charset=utf-8,false,200,741,<truncated>,4024,342438564639414834,Antalyaspor 2-1 Genclerbirligi match analysis. AI predictions from 42 models with accuracy tracking.,Antalyaspor vs Genclerbirligi Prediction,0,true
20,https://kroam.xyz/leagues/uel/fc-porto-vs-rangers-2026-01-29,FC Porto 3-1 Rangers | Kroam,text/html; charset=utf-8,false,200,695,<truncated>,3637,16199763198979179848,"FC Porto 3-1 Rangers match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance o",FC Porto vs Rangers Prediction,0,true
20,https://kroam.xyz/leagues/ligue1/metz-vs-lyon-2026-01-25,Metz 2-5 Lyon | Kroam,text/html; charset=utf-8,false,200,705,<truncated>,3648,1068232400232637550,"Metz 2-5 Lyon match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on Kroam",Metz vs Lyon Prediction,0,true
20,https://kroam.xyz/leagues/epl/west-ham-vs-sunderland-2026-01-24,West Ham 3-1 Sunderland | Kroam,text/html; charset=utf-8,false,200,675,<truncated>,3584,4043350142460190308,"West Ham 3-1 Sunderland match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",West Ham vs Sunderland Prediction,0,true
20,https://kroam.xyz/leagues/ucl/liverpool-vs-qarabag-2026-01-28,Liverpool 6-0 Qarabag | Kroam,text/html; charset=utf-8,false,200,705,<truncated>,3756,17159561667991038280,"Liverpool 6-0 Qarabag match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Liverpool vs Qarabag Prediction,0,true
20,https://kroam.xyz/leagues/epl/nottingham-forest-vs-crystal-palace-2026-02-01,Nott'm Forest 1-1 Crystal Palace | Kroam,text/html; charset=utf-8,false,200,723,<truncated>,3882,15021781411263824741,Nottingham Forest 1-1 Crystal Palace match analysis. AI predictions from 42 models with accuracy tracking.,Nottingham Forest vs Crystal Palace Prediction,0,true
20,https://kroam.xyz/leagues/seriea/como-vs-torino-2026-01-24,Como 6-0 Torino | Kroam,text/html; charset=utf-8,false,200,697,<truncated>,3642,1035826825963661492,"Como 6-0 Torino match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on Kro",Como vs Torino Prediction,0,true
20,https://kroam.xyz/leagues/ucl/monaco-vs-juventus-2026-01-28,Monaco 0-0 Juventus | Kroam,text/html; charset=utf-8,false,200,701,<truncated>,3724,15298825017974365810,"Monaco 0-0 Juventus match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Monaco vs Juventus Prediction,0,true
20,https://kroam.xyz/leagues/epl/arsenal-vs-manchester-united-2026-01-25,Arsenal 2-3 Man Utd | Kroam,text/html; charset=utf-8,false,200,675,<truncated>,3620,2326619741314188811,"Arsenal 2-3 Manchester United match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perf",Arsenal vs Manchester United Prediction,0,true
20,https://kroam.xyz/leagues/seriea/inter-vs-pisa-2026-01-23,Inter 6-2 Pisa | Kroam,text/html; charset=utf-8,false,200,715,<truncated>,3683,14953074571993400020,"Inter 6-2 Pisa match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on Kroa",Inter vs Pisa Prediction,0,true
20,https://kroam.xyz/leagues/epl/brentford-vs-nottingham-forest-2026-01-25,Brentford 0-2 Nott'm Forest | Kroam,text/html; charset=utf-8,false,200,743,<truncated>,4002,15210949129879367886,Brentford 0-2 Nottingham Forest match analysis. AI predictions from 42 models with accuracy tracking.,Brentford vs Nottingham Forest Prediction,0,true
20,https://kroam.xyz/leagues/seriea/fiorentina-vs-cagliari-2026-01-24,Fiorentina 1-2 Cagliari | Kroam,text/html; charset=utf-8,false,200,715,<truncated>,3801,4016957617957703802,"Fiorentina 1-2 Cagliari match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",Fiorentina vs Cagliari Prediction,0,true
20,https://kroam.xyz/leagues/bundesliga/werder-bremen-vs-1899-hoffenheim-2026-01-27,Werder Bremen 0-2 1899 Hoffenheim | Kroam,text/html; charset=utf-8,false,200,697,<truncated>,3743,1512174411144310701,Werder Bremen 0-2 1899 Hoffenheim match analysis. AI predictions from 42 models with accuracy tracking.,Werder Bremen vs 1899 Hoffenheim Prediction,0,true
20,https://kroam.xyz/leagues/uel/fc-midtjylland-vs-dinamo-zagreb-2026-01-29,FC Midtjylland 2-0 Dinamo Zagreb | Kroam,text/html; charset=utf-8,false,200,727,<truncated>,3862,834594580284425721,FC Midtjylland 2-0 Dinamo Zagreb match analysis. AI predictions from 42 models with accuracy tracking.,FC Midtjylland vs Dinamo Zagreb Prediction,0,true
20,https://kroam.xyz/leagues/seriea/juventus-vs-napoli-2026-01-25,Juventus 3-0 Napoli | Kroam,text/html; charset=utf-8,false,200,701,<truncated>,3692,16124129339630869333,"Juventus 3-0 Napoli match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Juventus vs Napoli Prediction,0,true
20,https://kroam.xyz/leagues/epl/everton-vs-leeds-2026-01-26,Everton 1-1 Leeds | Kroam,text/html; charset=utf-8,false,200,719,<truncated>,3783,17542398246130105111,"Everton 1-1 Leeds match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on K",Everton vs Leeds Prediction,0,true
20,https://kroam.xyz/leagues/uel/genk-vs-malmo-ff-2026-01-29,Genk 2-1 Malmo FF | Kroam,text/html; charset=utf-8,false,200,715,<truncated>,3712,1760225821550371121,"Genk 2-1 Malmo FF match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on K",Genk vs Malmo FF Prediction,0,true
20,https://kroam.xyz/leagues/laliga/real-madrid-vs-rayo-vallecano-2026-02-01,Real Madrid 2-1 Rayo Vallecano | Kroam,text/html; charset=utf-8,false,200,755,<truncated>,3970,14848101740185585725,Real Madrid 2-1 Rayo Vallecano match analysis. AI predictions from 42 models with accuracy tracking.,Real Madrid vs Rayo Vallecano Prediction,0,true
20,https://kroam.xyz/leagues/seriea/napoli-vs-fiorentina-2026-01-31,Napoli 2-1 Fiorentina | Kroam,text/html; charset=utf-8,false,200,737,<truncated>,3894,17668591262828742675,"Napoli 2-1 Fiorentina match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Napoli vs Fiorentina Prediction,0,true
20,https://kroam.xyz/leagues/epl/leeds-vs-arsenal-2026-01-31,Leeds 0-4 Arsenal | Kroam,text/html; charset=utf-8,false,200,737,<truncated>,3882,16118870655377233109,"Leeds 0-4 Arsenal match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on K",Leeds vs Arsenal Prediction,0,true
20,https://kroam.xyz/leagues/laliga/real-sociedad-vs-celta-vigo-2026-01-25,Sociedad 3-1 Celta Vigo | Kroam,text/html; charset=utf-8,false,200,738,<truncated>,3864,15321289274585097052,"Real Sociedad 3-1 Celta Vigo match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfo",Real Sociedad vs Celta Vigo Prediction,0,true
20,https://kroam.xyz/leagues/epl/liverpool-vs-newcastle-2026-01-31,Liverpool 4-1 Newcastle | Kroam,text/html; charset=utf-8,false,200,699,<truncated>,3746,219028832331560844,"Liverpool 4-1 Newcastle match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",Liverpool vs Newcastle Prediction,0,true
20,https://kroam.xyz/leagues/uel/fc-basel-1893-vs-plzen-2026-01-29,FC Basel 1893 0-1 Plzen | Kroam,text/html; charset=utf-8,false,200,725,<truncated>,3768,2385126806627817518,"FC Basel 1893 0-1 Plzen match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",FC Basel 1893 vs Plzen Prediction,0,true
20,https://kroam.xyz/leagues/bundesliga/fc-st-pauli-vs-rb-leipzig-2026-01-27,FC St. Pauli 1-1 Leipzig | Kroam,text/html; charset=utf-8,false,200,760,<truncated>,3945,16370264853427813835,"FC St. Pauli 1-1 RB Leipzig match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfor",FC St. Pauli vs RB Leipzig Prediction,0,true
20,https://kroam.xyz/leagues/eredivisie/groningen-vs-fortuna-sittard-2026-01-25,Groningen 1-2 Fortuna Sittard | Kroam,text/html; charset=utf-8,false,200,725,<truncated>,3887,2006111377974884529,"Groningen 1-2 Fortuna Sittard match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perf",Groningen vs Fortuna Sittard Prediction,0,true
20,https://kroam.xyz/leagues/laliga/barcelona-vs-oviedo-2026-01-25,Barcelona 3-0 Oviedo | Kroam,text/html; charset=utf-8,false,200,735,<truncated>,3866,2006562003875774535,"Barcelona 3-0 Oviedo match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance o",Barcelona vs Oviedo Prediction,0,true
20,https://kroam.xyz/leagues/ucl/club-brugge-kv-vs-marseille-2026-01-28,Club Brugge KV 3-0 Marseille | Kroam,text/html; charset=utf-8,false,200,725,<truncated>,3834,16708727825033083500,"Club Brugge KV 3-0 Marseille match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfo",Club Brugge KV vs Marseille Prediction,0,true
20,https://kroam.xyz/leagues/eredivisie/az-alkmaar-vs-nec-nijmegen-2026-01-31,AZ Alkmaar 1-3 NEC Nijmegen | Kroam,text/html; charset=utf-8,false,200,749,<truncated>,3950,17259322071430405314,"AZ Alkmaar 1-3 NEC Nijmegen match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfor",AZ Alkmaar vs NEC Nijmegen Prediction,0,true
20,https://kroam.xyz/leagues/superlig/rizespor-vs-alanyaspor-2026-01-25,Rizespor 1-1 Alanyaspor | Kroam,text/html; charset=utf-8,false,200,703,<truncated>,3754,16887972985806499410,"Rizespor 1-1 Alanyaspor match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",Rizespor vs Alanyaspor Prediction,0,true
20,https://kroam.xyz/leagues/eredivisie/excelsior-vs-ajax-2026-02-01,Excelsior 2-2 Ajax | Kroam,text/html; charset=utf-8,false,200,733,<truncated>,3876,64253915628969732,"Excelsior 2-2 Ajax match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Excelsior vs Ajax Prediction,0,true
20,https://kroam.xyz/leagues/turkish-super-lig/genclerbirligi-vs-gaziehir-gaziantep-2026-02-01,Genclerbirligi 2-1 Gazişehir Gaziantep | Kroam,text/html; charset=utf-8,false,200,731,<truncated>,4009,2146866227956142371,Genclerbirligi 2-1 Gazişehir Gaziantep match analysis. AI predictions from 42 models with accuracy tracking.,Genclerbirligi vs Gazişehir Gaziantep Prediction,0,true
20,https://kroam.xyz/leagues/superlig/galatasaray-vs-kayserispor-2026-02-01,Galatasaray 4-0 Kayserispor | Kroam,text/html; charset=utf-8,false,200,743,<truncated>,4008,16709239700756592816,"Galatasaray 4-0 Kayserispor match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perfor",Galatasaray vs Kayserispor Prediction,0,true
20,https://kroam.xyz/leagues/bundesliga/bayer-leverkusen-vs-werder-bremen-2026-01-24,Leverkusen 1-0 Werder Bremen | Kroam,text/html; charset=utf-8,false,200,714,<truncated>,3852,2013743405786321452,Bayer Leverkusen 1-0 Werder Bremen match analysis. AI predictions from 42 models with accuracy tracking.,Bayer Leverkusen vs Werder Bremen Prediction,0,true
20,https://kroam.xyz/leagues/ucl/athletic-club-vs-sporting-cp-2026-01-28,Athletic 2-3 Sporting CP | Kroam,text/html; charset=utf-8,false,200,742,<truncated>,3920,13866275084867285712,"Athletic Club 2-3 Sporting CP match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perf",Athletic Club vs Sporting CP Prediction,0,true
20,https://kroam.xyz/leagues/epl/wolves-vs-bournemouth-2026-01-31,Wolves 0-2 Bournemouth | Kroam,text/html; charset=utf-8,false,200,719,<truncated>,3833,17994532435902665659,"Wolves 0-2 Bournemouth match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Wolves vs Bournemouth Prediction,0,true
20,https://kroam.xyz/leagues/turkish-super-lig/kocaelispor-vs-fenerbahe-2026-02-02,Kocaelispor 0-2 Fenerbahçe | Kroam,text/html; charset=utf-8,false,200,721,<truncated>,3885,16386640364554005584,"Kocaelispor 0-2 Fenerbahçe match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perform",Kocaelispor vs Fenerbahçe Prediction,0,true
20,https://kroam.xyz/leagues/bundesliga/hamburger-sv-vs-bayern-mnchen-2026-01-31,Hamburger SV 2-2 Bayern München | Kroam,text/html; charset=utf-8,false,200,733,<truncated>,3903,3966538796469441113,Hamburger SV 2-2 Bayern München match analysis. AI predictions from 42 models with accuracy tracking.,Hamburger SV vs Bayern München Prediction,0,true
20,https://kroam.xyz/leagues/epl/tottenham-vs-manchester-city-2026-02-01,Tottenham 2-2 Man City | Kroam,text/html; charset=utf-8,false,200,729,<truncated>,3910,17802972856038949102,"Tottenham 2-2 Manchester City match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perf",Tottenham vs Manchester City Prediction,0,true
20,https://kroam.xyz/leagues/uel/fcsb-vs-fenerbahe-2026-01-29,FCSB 1-1 Fenerbahçe | Kroam,text/html; charset=utf-8,false,200,741,<truncated>,3936,849855710591388848,"FCSB 1-1 Fenerbahçe match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",FCSB vs Fenerbahçe Prediction,0,true
