PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Meta description,H1,H2,No. of content words,No. of internal outlinks,No. of external outlinks,Page text,Extracted text (raw <body>) (length),Text hash,First found at
39,https://kroam.xyz/leagues/copa-america,Copa America AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for Copa America from 42 models. Track accuracy, compare predictions, and see which AI performs best.",Copa America Predictions2024-2025,Frequently Asked Questions,360,22,0,<truncated>,2344,16109667513030237518,
39,https://kroam.xyz/leagues/afcon,Africa Cup of Nations AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for Africa Cup of Nations from 42 models. Track accuracy, compare predictions, and see which AI performs best.",Africa Cup of Nations Predictions2025-2026,Frequently Asked Questions,386,22,0,<truncated>,2461,18057171149690997615,
39,https://kroam.xyz/leagues/seriea,Serie A AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for Serie A from 42 models. Track accuracy, compare predictions, and see which AI performs best.",Serie A Predictions2025-2026,Frequently Asked Questions,824,48,0,<truncated>,4174,15539472410433031960,
39,https://kroam.xyz/leagues/nations-league,UEFA Nations League AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for UEFA Nations League from 42 models. Track accuracy, compare predictions, and see which AI performs best.",UEFA Nations League Predictions2025-2026,Frequently Asked Questions,373,22,0,<truncated>,2435,15649542577287728022,
39,https://kroam.xyz/leagues/ucl,UEFA Champions League AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for UEFA Champions League from 42 models. Track accuracy, compare predictions, and see which AI performs best.",UEFA Champions League Predictions2025-2026,Frequently Asked Questions,815,45,0,<truncated>,4368,3211465230039795838,
39,https://kroam.xyz/leagues/laliga,La Liga AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for La Liga from 42 models. Track accuracy, compare predictions, and see which AI performs best.",La Liga Predictions2025-2026,Frequently Asked Questions,858,50,0,<truncated>,4393,15754038181172308251,
39,https://kroam.xyz/leagues/superlig,Turkish Super Lig AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for Turkish Super Lig from 42 models. Track accuracy, compare predictions, and see which AI performs best.",Turkish Super Lig Predictions2025-2026,Frequently Asked Questions,839,47,0,<truncated>,4546,18342909715280417574,
39,https://kroam.xyz/,AI Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"Watch 42 AI models compete to predict football scores across Champions League, Premier League, and 15 more leagues.",AI Football Predictions,"Upcoming Matches
Recent Results",497,37,0,<truncated>,2752,1442178898434111639,
39,https://kroam.xyz/matches,Football Match Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Browse upcoming and recent football matches with AI predictions from 42 models. Track live scores and pre-match analysis across 17 competitions.,Matches,,146,21,0,<truncated>,920,16722416830255960454,
39,https://kroam.xyz/leagues/wc-qual-southamerica,World Cup Qualifiers - South America AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for World Cup Qualifiers - South America from 42 models. Track accuracy, compare predictions, and see which AI performs best.",World Cup Qualifiers - South America Predictions2025-2026,Frequently Asked Questions,412,22,0,<truncated>,2656,15934521325703918445,
39,https://kroam.xyz/leagues/uel,UEFA Europa League AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for UEFA Europa League from 42 models. Track accuracy, compare predictions, and see which AI performs best.",UEFA Europa League Predictions2025-2026,Frequently Asked Questions,821,45,0,<truncated>,4197,1555250898289608185,
39,https://kroam.xyz/leagues/bundesliga,Bundesliga AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"AI predictions for Bundesliga from 42 models. Track accuracy, compare predictions, and see which AI performs best.",Bundesliga Predictions2025-2026,Frequently Asked Questions,891,47,0,<truncated>,4876,4457760983193779207,
35,https://kroam.xyz/models/llama-3.2-3b-turbo,Llama 3.2 3B Turbo (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Llama 3.2 3B Turbo (Meta) football predictions with 50% accuracy. Compare performance against 42 AI models across 17 leagues.,Llama 3.2 3B Turbo (Meta) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",601,38,0,<truncated>,2856,16236823853533401418,
34,https://kroam.xyz/models/llama-3.3-70b-turbo,Llama 3.3 70B Turbo (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Llama 3.3 70B Turbo (Meta) football predictions with 41% accuracy. Compare performance against 42 AI models across 17 leagues.,Llama 3.3 70B Turbo (Meta) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",601,38,0,<truncated>,2866,4337346157635333740,
34,https://kroam.xyz/models/qwen2.5-7b-turbo,Qwen 2.5 7B Turbo (Alibaba) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Qwen 2.5 7B Turbo (Alibaba) football predictions with 50% accuracy. Compare performance against 42 AI models across 17 leagues.,Qwen 2.5 7B Turbo (Alibaba) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",601,38,0,<truncated>,2858,17157397890907183871,
34,https://kroam.xyz/models/cogito-70b,Cogito v2 70B (Deep Cogito) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Cogito v2 70B (Deep Cogito) football predictions with 46% accuracy. Compare performance against 42 AI models across 17 leagues.,Cogito v2 70B (Deep Cogito) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",601,38,0,<truncated>,2862,17813801156308294412,
34,https://kroam.xyz/models/llama-3-8b-lite,Llama 3 8B Lite (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Llama 3 8B Lite (Meta) football predictions with 51% accuracy. Compare performance against 42 AI models across 17 leagues.,Llama 3 8B Lite (Meta) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",601,38,0,<truncated>,2858,17260119154578291038,
32,https://kroam.xyz/models/llama-3.1-8b-turbo,Llama 3.1 8B Turbo (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Llama 3.1 8B Turbo (Meta) football predictions with 50% accuracy. Compare performance against 42 AI models across 17 leagues.,Llama 3.1 8B Turbo (Meta) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",602,38,0,<truncated>,2869,960850760162150641,
32,https://kroam.xyz/models/gemma-3n-e4b,Gemma 3n E4B (Google) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Gemma 3n E4B (Google) football predictions with 45% accuracy. Compare performance against 42 AI models across 17 leagues.,Gemma 3n E4B (Google) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",599,38,0,<truncated>,2856,891232615979974326,
31,https://kroam.xyz/models/qwen3-next-80b-instruct,Qwen3 Next 80B (Alibaba) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Qwen3 Next 80B (Alibaba) football predictions with 34% accuracy. Compare performance against 42 AI models across 17 leagues.,Qwen3 Next 80B (Alibaba) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",599,38,0,<truncated>,2870,17164398853019317146,
31,https://kroam.xyz/models/ministral-3-14b,Ministral 3 14B (Mistral) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Ministral 3 14B (Mistral) football predictions with 40% accuracy. Compare performance against 42 AI models across 17 leagues.,Ministral 3 14B (Mistral) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",599,38,0,<truncated>,2874,875277064756850953,
31,https://kroam.xyz/models/llama-4-maverick,Llama 4 Maverick (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Llama 4 Maverick (Meta) football predictions with 48% accuracy. Compare performance against 42 AI models across 17 leagues.,Llama 4 Maverick (Meta) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",599,38,0,<truncated>,2864,15804931822478780990,
31,https://kroam.xyz/models/marin-8b-instruct,Marin 8B Instruct (Marin Community) Football Predictions,text/html; charset=utf-8,false,200,0,true,Marin 8B Instruct (Marin Community) football predictions with 43% accuracy. Compare performance against 42 AI models across 17 leagues.,Marin 8B Instruct (Marin Community) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",600,38,0,<truncated>,2892,1247604753733646562,
31,https://kroam.xyz/models/mistral-7b-v0.3,Mistral 7B v0.3 (Mistral) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Mistral 7B v0.3 (Mistral) football predictions with 43% accuracy. Compare performance against 42 AI models across 17 leagues.,Mistral 7B v0.3 (Mistral) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",599,38,0,<truncated>,2873,394505296193393153,
31,https://kroam.xyz/models/cogito-109b-moe,Cogito v2 109B MoE (Deep Cogito) Football Predictions,text/html; charset=utf-8,false,200,0,true,Cogito v2 109B MoE (Deep Cogito) football predictions with 44% accuracy. Compare performance against 42 AI models across 17 leagues.,Cogito v2 109B MoE (Deep Cogito) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",603,38,0,<truncated>,2888,18415668082523218996,
31,https://kroam.xyz/models/cogito-405b,Cogito v2 405B (Deep Cogito) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Cogito v2 405B (Deep Cogito) football predictions with 42% accuracy. Compare performance against 42 AI models across 17 leagues.,Cogito v2 405B (Deep Cogito) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",602,38,0,<truncated>,2878,3550476759379286315,
31,https://kroam.xyz/models/llama-4-scout,Llama 4 Scout (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Llama 4 Scout (Meta) football predictions with 48% accuracy. Compare performance against 42 AI models across 17 leagues.,Llama 4 Scout (Meta) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",599,38,0,<truncated>,2857,17249941287746891706,
31,https://kroam.xyz/models/mistral-7b-v0.2,Mistral 7B v0.2 (Mistral) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Mistral 7B v0.2 (Mistral) football predictions with 43% accuracy. Compare performance against 42 AI models across 17 leagues.,Mistral 7B v0.2 (Mistral) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",599,38,0,<truncated>,2872,15110242562172956863,
31,https://kroam.xyz/models/cogito-671b,Cogito v2.1 671B (Deep Cogito) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Cogito v2.1 671B (Deep Cogito) football predictions with 35% accuracy. Compare performance against 42 AI models across 17 leagues.,Cogito v2.1 671B (Deep Cogito) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",602,38,0,<truncated>,2913,146706298941081592,
31,https://kroam.xyz/models/rnj-1-instruct,Rnj-1 Instruct (Essential AI) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Rnj-1 Instruct (Essential AI) football predictions with 45% accuracy. Compare performance against 42 AI models across 17 leagues.,Rnj-1 Instruct (Essential AI) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",599,38,0,<truncated>,2883,723333240823769521,
31,https://kroam.xyz/models/llama-3.1-405b-turbo,Llama 3.1 405B Turbo (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Llama 3.1 405B Turbo (Meta) football predictions with 47% accuracy. Compare performance against 42 AI models across 17 leagues.,Llama 3.1 405B Turbo (Meta) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",602,38,0,<truncated>,2873,17072723132331149978,
31,https://kroam.xyz/models/mistral-small-3-24b,Mistral Small 3 24B (Mistral) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Mistral Small 3 24B (Mistral) football predictions with 34% accuracy. Compare performance against 42 AI models across 17 leagues.,Mistral Small 3 24B (Mistral) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",602,38,0,<truncated>,2882,13996054109701483744,
31,https://kroam.xyz/models/deepseek-v3.1,DeepSeek V3.1 Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,DeepSeek V3.1 football predictions with 39% accuracy. Compare performance against 42 AI models across 17 leagues.,DeepSeek V3.1 Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",593,38,0,<truncated>,2832,623083953858243054,
30,https://kroam.xyz/models/qwen2.5-72b-turbo,Qwen 2.5 72B Turbo (Alibaba) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Qwen 2.5 72B Turbo (Alibaba) football predictions with 50% accuracy. Compare performance against 42 AI models across 17 leagues.,Qwen 2.5 72B Turbo (Alibaba) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",602,38,0,<truncated>,2872,396404323869889634,
30,https://kroam.xyz/models/deepseek-r1,DeepSeek R1 (Reasoning) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,DeepSeek R1 (Reasoning) football predictions with 42% accuracy. Compare performance against 42 AI models across 17 leagues.,DeepSeek R1 (Reasoning) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",596,38,0,<truncated>,2862,14470550036877208669,
30,https://kroam.xyz/models/kimi-k2-instruct,Kimi K2 Instruct (Moonshot) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Kimi K2 Instruct (Moonshot) football predictions with 37% accuracy. Compare performance against 42 AI models across 17 leagues.,Kimi K2 Instruct (Moonshot) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",600,38,0,<truncated>,2885,2803188937373087856,
30,https://kroam.xyz/models/nemotron-nano-9b-v2,Nemotron Nano 9B v2 (NVIDIA) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Nemotron Nano 9B v2 (NVIDIA) football predictions with 45% accuracy. Compare performance against 42 AI models across 17 leagues.,Nemotron Nano 9B v2 (NVIDIA) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",606,38,0,<truncated>,2917,17133838690026947757,
29,https://kroam.xyz/models/kimi-k2-0905,Kimi K2 0905 (Moonshot) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Kimi K2 0905 (Moonshot) football predictions with 38% accuracy. Compare performance against 42 AI models across 17 leagues.,Kimi K2 0905 (Moonshot) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",604,38,0,<truncated>,2894,17501793305910480617,
25,https://kroam.xyz/models/qwen3-235b-instruct,Qwen3 235B Instruct (Alibaba) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,Qwen3 235B Instruct (Alibaba) football predictions with 40% accuracy. Compare performance against 42 AI models across 17 leagues.,Qwen3 235B Instruct (Alibaba) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",598,38,0,<truncated>,2849,3003866730481416085,
24,https://kroam.xyz/models/gpt-oss-20b,GPT-OSS 20B (OpenAI) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,GPT-OSS 20B (OpenAI) football predictions with 44% accuracy. Compare performance against 42 AI models across 17 leagues.,GPT-OSS 20B (OpenAI) Football Predictions,"Performance Trend
Performance Breakdown
Performance by League",598,38,0,<truncated>,2857,15887474330582327644,
23,https://kroam.xyz/models,AI Model Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"Compare 42 AI models predicting football matches. See accuracy rankings, performance trends, and which models predict best.",AI Model Football Predictions,,497,50,0,<truncated>,2965,15762610901161451650,
22,https://kroam.xyz/leagues/eredivisie/fc-volendam-vs-go-ahead-eagles-2026-02-01,FC Volendam 1-1 GO Ahead Eagles | Kroam,text/html; charset=utf-8,false,200,0,true,FC Volendam 1-1 GO Ahead Eagles match analysis. AI predictions from 42 models with accuracy tracking.,FC Volendam vs GO Ahead Eagles Prediction,"Predictions
Frequently Asked Questions",727,47,0,<truncated>,3820,2080900501655363714,
22,https://kroam.xyz/leagues/laliga/athletic-club-vs-real-sociedad-2026-02-01,Athletic 1-1 Sociedad | Kroam,text/html; charset=utf-8,false,200,0,true,Athletic Club 1-1 Real Sociedad match analysis. AI predictions from 42 models with accuracy tracking.,Athletic Club vs Real Sociedad Prediction,"Predictions
Frequently Asked Questions",735,48,0,<truncated>,3883,13981599124817746952,
22,https://kroam.xyz/leagues/superlig/kocaelispor-vs-fenerbahe-2026-02-02,Kocaelispor 0-2 Fenerbahçe | Kroam,text/html; charset=utf-8,false,200,0,true,"Kocaelispor 0-2 Fenerbahçe match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model perform",Kocaelispor vs Fenerbahçe Prediction,"Predictions
Frequently Asked Questions",723,48,0,<truncated>,3895,17724069243133825659,
22,https://kroam.xyz/leagues/ligue1/strasbourg-vs-paris-saint-germain-2026-02-01,Strasbourg 1-2 Paris Saint Germain | Kroam,text/html; charset=utf-8,false,200,0,true,Strasbourg 1-2 Paris Saint Germain match analysis. AI predictions from 42 models with accuracy tracking.,Strasbourg vs Paris Saint Germain Prediction,"Predictions
Frequently Asked Questions",737,48,0,<truncated>,3927,324605739229664359,
22,https://kroam.xyz/leagues/seriea/udinese-vs-as-roma-2026-02-02,Udinese 1-0 AS Roma | Kroam,text/html; charset=utf-8,false,200,0,true,"Udinese 1-0 AS Roma match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Udinese vs AS Roma Prediction,"Predictions
Frequently Asked Questions",727,48,0,<truncated>,3777,910828139256046251,
22,https://kroam.xyz/leagues/seriea/cremonese-vs-inter-2026-02-01,Cremonese 0-2 Inter | Kroam,text/html; charset=utf-8,false,200,0,true,"Cremonese 0-2 Inter match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Cremonese vs Inter Prediction,"Predictions
Frequently Asked Questions",600,48,0,<truncated>,3433,4255799506692723333,
22,https://kroam.xyz/leagues/laliga/getafe-vs-celta-vigo-2026-02-01,Getafe 0-0 Celta Vigo | Kroam,text/html; charset=utf-8,false,200,0,true,"Getafe 0-0 Celta Vigo match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Getafe vs Celta Vigo Prediction,"Predictions
Frequently Asked Questions",727,48,0,<truncated>,3793,14390095936429080304,
22,https://kroam.xyz/leagues/laliga/mallorca-vs-sevilla-2026-02-02,Mallorca 4-1 Sevilla | Kroam,text/html; charset=utf-8,false,200,0,true,"Mallorca 4-1 Sevilla match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance o",Mallorca vs Sevilla Prediction,"Predictions
Frequently Asked Questions",717,48,0,<truncated>,3787,3189853837545010830,
22,https://kroam.xyz/leagues/epl/sunderland-vs-burnley-2026-02-02,Sunderland 3-0 Burnley | Kroam,text/html; charset=utf-8,false,200,0,true,"Sunderland 3-0 Burnley match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance",Sunderland vs Burnley Prediction,"Predictions
Frequently Asked Questions",723,48,0,<truncated>,3876,2784080966727674482,
22,https://kroam.xyz/leagues/seriea/parma-vs-juventus-2026-02-01,Parma 1-4 Juventus | Kroam,text/html; charset=utf-8,false,200,0,true,"Parma 1-4 Juventus match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on",Parma vs Juventus Prediction,"Predictions
Frequently Asked Questions",737,49,0,<truncated>,3864,14507062809683000652,
21,https://kroam.xyz/blog/eredivisie-regular-season-21-roundup,Eredivisie AI Model Performance Week 21,text/html; charset=utf-8,false,200,0,true,"Review of AI model predictions for Eredivisie Week 21 matches, including top performing models and match-by-match accuracy analysis. Models achieved 30.49%...",Eredivisie Week 21 AI Model Audit,"Top 10 Models
Match-by-Match Audit
Biggest Consensus Misses
Methodology
Frequently Asked Questions
You might also like",757,25,0,<truncated>,4670,14415570647016648008,
21,https://kroam.xyz/leagues,Football League AI Predictions | Kroam,text/html; charset=utf-8,false,200,0,true,"Explore AI predictions across 17 football competitions including Champions League, Premier League, La Liga, and more.",Football League Predictions,"European Club Competitions
Domestic Leagues
International",266,22,0,<truncated>,1577,15509694008115207772,
21,https://kroam.xyz/blog/ligue-1-regular-season-20-roundup,Ligue 1 AI Model Accuracy Week 20,text/html; charset=utf-8,false,200,0,true,"Audit of AI model predictions for Ligue 1 Week 20 matches, featuring top performers and biggest upsets. Analysis includes average points per match and...",Ligue 1 Week 20 AI Model Audit: Top Performers and Surprises,"Top 10 Models
Match-by-Match Audit
Biggest Consensus Misses
Methodology
Frequently Asked Questions
You might also like",777,25,0,<truncated>,4662,16862626610012549554,
21,https://kroam.xyz/blog/europa-league-league-stage-8-roundup,UEFA Europa League Week 8 AI Model Accuracy,text/html; charset=utf-8,false,200,0,true,"AI model predictions for UEFA Europa League Week 8: 44.84% correct tendency rate. Top models: Llama 3.2 3B Turbo, Llama 3.3 70B Turbo, Gemma 3n E4B. Biggest...",UEFA Europa League AI Model Audit - Week 8,"Top 10 Models
Match-by-Match Audit
Biggest Consensus Misses
Methodology
Frequently Asked Questions
You might also like
On this page",947,25,0,<truncated>,5645,3412849239935906791,
20,https://kroam.xyz/leagues/epl/bournemouth-vs-liverpool-2026-01-24,Bournemouth 3-2 Liverpool | Kroam,text/html; charset=utf-8,false,200,0,true,"Bournemouth 3-2 Liverpool match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performa",Bournemouth vs Liverpool Prediction,"Predictions
Frequently Asked Questions",681,46,0,<truncated>,3675,790575382726651082,
20,https://kroam.xyz/leagues/superlig/antalyaspor-vs-genclerbirligi-2026-01-25,Antalyaspor 2-1 Genclerbirligi | Kroam,text/html; charset=utf-8,false,200,0,true,Antalyaspor 2-1 Genclerbirligi match analysis. AI predictions from 42 models with accuracy tracking.,Antalyaspor vs Genclerbirligi Prediction,"Predictions
Frequently Asked Questions",741,49,0,<truncated>,4024,342438564639414834,
20,https://kroam.xyz/leagues/uel/fc-porto-vs-rangers-2026-01-29,FC Porto 3-1 Rangers | Kroam,text/html; charset=utf-8,false,200,0,true,"FC Porto 3-1 Rangers match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance o",FC Porto vs Rangers Prediction,"Predictions
Frequently Asked Questions",695,46,0,<truncated>,3637,16199763198979179848,
20,https://kroam.xyz/leagues/eredivisie/fortuna-sittard-vs-sparta-rotterdam-2026-02-07,Fortuna Sittard vs Sparta Rotterdam Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for Fortuna Sittard vs Sparta Rotterdam. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 8:00 PM.",Fortuna Sittard vs Sparta Rotterdam Prediction,"Predictions
Frequently Asked Questions",225,22,0,<truncated>,1452,17769275674303408904,
20,https://kroam.xyz/about,About Kroam | Kroam,text/html; charset=utf-8,false,200,0,true,Learn how Kroam compares 42 AI models predicting football matches. Understand the Kicktipp scoring system and how model rankings are calculated.,42 AI Models Compete to Predict Football,"42 Open-Source Models
Ready to see the predictions?",505,22,0,<truncated>,3107,16269589803629394192,
20,https://kroam.xyz/leagues/ligue1/metz-vs-lyon-2026-01-25,Metz 2-5 Lyon | Kroam,text/html; charset=utf-8,false,200,0,true,"Metz 2-5 Lyon match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performance on Kroam",Metz vs Lyon Prediction,"Predictions
Frequently Asked Questions",705,47,0,<truncated>,3648,1068232400232637550,
20,https://kroam.xyz/leagues/epl/west-ham-vs-sunderland-2026-01-24,West Ham 3-1 Sunderland | Kroam,text/html; charset=utf-8,false,200,0,true,"West Ham 3-1 Sunderland match analysis. AI predictions from 42 models with accuracy tracking. Compare forecasts, track accuracy, and explore AI model performanc",West Ham vs Sunderland Prediction,"Predictions
Frequently Asked Questions",675,45,0,<truncated>,3584,4043350142460190308,
20,https://kroam.xyz/leagues/ligue1/lens-vs-rennes-2026-02-07,Lens vs Rennes Prediction | Kroam,text/html; charset=utf-8,false,200,0,true,"Get AI predictions for Lens vs Rennes. See which models forecast the winner before kickoff on Saturday, February 7, 2026 at 4:00 PM.",Lens vs Rennes Prediction,"Predictions
Frequently Asked Questions",211,22,0,<truncated>,1274,3601183646641246813,
